3003478	0
3005557	0
3005393	0
3004976	0
3006606	0
3006992	0
907547	0
907548	0
907549	0
907550	0
907551	0
907552	0
907553	0
907554	0
907555	0
907556	0
907557	0
907558	0
907559	0
907560	0
907561	0
907562	0
907563	0
907564	0
907565	0
907566	0
907567	0
907568	0
907569	0
907570	0
907571	0
907572	0
907573	0
907574	0
907575	0
907576	0
907577	0
907578	0
907579	0
907580	0
907581	0
907582	0
907583	0
907584	0
907585	0
907586	0
907587	0
907588	0
907589	0
907590	0
907591	0
907592	0
907593	0
907594	0
907595	0
907596	0
907597	0
907598	0
907599	0
907600	0
907601	0
907602	0
907603	0
907604	0
907605	0
907606	0
907607	0
907608	0
907609	0
907610	0
907611	0
907612	0
907613	0
907614	0
907615	0
907616	0
907617	0
907618	0
907619	0
907620	0
907621	0
907622	0
907623	0
907624	0
907625	0
907626	0
907627	0
907628	0
907629	0
907630	0
907631	0
907632	0
907633	0
907634	0
907635	0
907636	0
907637	0
907638	0
907639	0
907640	0
907641	0
907642	0
907643	0
907644	0
907645	0
907646	0
907647	0
907648	0
907649	0
907650	0
907651	0
907652	0
907653	0
907654	0
907655	0
907656	0
907657	0
907658	0
907659	0
907660	0
907661	0
907662	0
907663	0
907664	0
907665	0
907666	0
907667	0
907668	0
907669	0
907670	0
907671	0
907672	0
907673	0
907674	0
907675	0
907676	0
907677	0
907678	0
907679	0
907680	0
907681	0
907682	0
907683	0
907684	0
907685	0
907686	0
907687	0
907688	0
907689	0
907690	0
907691	0
907692	0
907693	0
907694	0
907695	0
907696	0
907697	0
907698	0
907699	0
907700	0
907701	0
907702	0
907703	0
907704	0
907705	0
907706	0
907707	0
907708	0
907709	0
907710	0
907711	0
907712	0
907713	0
907714	0
907715	0
907716	0
907717	0
907718	0
907719	0
907720	0
907721	0
907722	0
907723	0
907724	0
907725	0
907726	0
907727	0
907728	0
907729	0
907730	0
907731	0
907732	0
907733	0
907734	0
907735	0
907736	0
907737	0
907738	0
907739	0
907740	0
907741	0
907742	0
907743	0
907744	0
907745	0
907746	0
907747	0
907748	0
907749	0
907750	0
907751	0
907752	0
907753	0
907754	0
907755	0
907756	0
907757	0
907758	0
907759	0
907760	0
907761	0
907762	0
907763	0
907764	0
907765	0
907766	0
907767	0
907768	0
907769	0
907770	0
907771	0
907772	0
907773	0
907774	0
907775	0
907776	0
907777	0
907778	0
907779	0
907780	0
907781	0
907782	0
907783	0
907784	0
907785	0
907786	0
907787	0
907788	0
907789	0
907790	0
907791	0
907792	0
907793	0
907794	0
907795	0
907796	0
907797	0
907798	0
907799	0
907800	0
907801	0
907802	0
907803	0
907804	0
907805	0
907806	0
907807	0
907808	0
907809	0
907810	0
907811	0
907812	0
907813	0
907814	0
907815	0
907816	0
907817	0
907818	0
907819	0
907820	0
907821	0
907822	0
907823	0
907824	0
907825	0
907826	0
907827	0
907828	0
907829	0
907830	0
907831	0
907832	0
907833	0
907834	0
907835	0
907836	0
907837	0
907838	0
907839	0
907840	0
907841	0
907842	0
907843	0
907844	0
907845	0
907846	0
907847	0
907848	0
907849	0
907850	0
907851	0
907852	0
907853	0
907854	0
907855	0
907856	0
907857	0
907858	0
907859	0
907860	0
907861	0
907862	0
907863	0
907864	0
907865	0
907866	0
907867	0
907868	0
907869	0
907870	0
907871	0
907872	0
907873	0
907874	0
907875	0
907876	0
907877	0
907878	0
907879	0
907880	0
907881	0
907882	0
907883	0
907884	0
907885	0
907886	0
907887	0
907888	0
907889	0
907890	0
907891	0
907892	0
907893	0
907894	0
907895	0
907896	0
907897	0
907898	0
907899	0
907900	0
907901	0
907902	0
907903	0
907904	0
907905	0
907906	0
907907	0
907908	0
907909	0
907910	0
907911	0
907912	0
907913	0
907914	0
907915	0
907916	0
907917	0
907918	0
907919	0
907920	0
907921	0
907922	0
907923	0
907924	0
907925	0
907926	0
907927	0
907928	0
907929	0
907930	0
907931	0
907932	0
907933	0
907934	0
907935	0
907936	0
907937	0
907938	0
907939	0
907940	0
907941	0
907942	0
907943	0
907944	0
907945	0
907946	0
907947	0
907948	0
907949	0
907950	0
907951	0
907952	0
907953	0
907954	0
907955	0
907956	0
907957	0
907958	0
907959	0
907960	0
907961	0
907962	0
907963	0
907964	0
907965	0
907966	0
907967	0
907968	0
907969	0
907970	0
907971	0
907972	0
907973	0
907974	0
907975	0
907976	0
907977	0
907978	0
907979	0
907980	0
907981	0
907982	0
907983	0
907984	0
907985	0
907986	0
907987	0
907988	0
907989	0
907990	0
907991	0
907992	0
907993	0
907994	0
907995	0
907996	0
907997	0
907998	0
907999	0
908000	0
908001	0
908002	0
908003	0
908004	0
908005	0
908006	0
908007	0
908008	0
908009	0
908010	0
908011	0
908012	0
908013	0
908014	0
908015	0
908016	0
908017	0
908018	0
908019	0
908020	0
908021	0
908022	0
908023	0
908024	0
908025	0
908026	0
908027	0
908028	0
908029	0
908030	0
908031	0
908032	0
908033	0
908034	0
908035	0
908036	0
908037	0
908038	0
908039	0
908040	0
908041	0
908042	0
908043	0
908044	0
908045	0
908046	0
908047	0
908048	0
908049	0
908050	0
908051	0
908052	0
908053	0
908054	0
908055	0
908056	0
908057	0
908058	0
908059	0
908060	0
908061	0
908062	0
908063	0
908064	0
908065	0
908066	0
908067	0
908068	0
908069	0
908070	0
908071	0
908072	0
908073	0
908074	0
908075	0
908076	0
908077	0
908078	0
908079	0
908080	0
908081	0
908082	0
908083	0
908084	0
908085	0
908086	0
908087	0
908088	0
908089	0
908090	0
908091	0
908092	0
908093	0
908094	0
908095	0
908096	0
908097	0
908098	0
908099	0
908100	0
908101	0
908102	0
908103	0
908104	0
908105	0
908106	0
908107	0
908108	0
908109	0
908110	0
908111	0
908112	0
908113	0
908114	0
908115	0
908116	0
908117	0
908118	0
908119	0
908120	0
908121	0
908122	0
908123	0
908124	0
908125	0
908126	0
908127	0
908128	0
908129	0
908130	0
908131	0
908132	0
908133	0
908134	0
908135	0
908136	0
908137	0
908138	0
908139	0
908140	0
908141	0
908142	0
908143	0
908144	0
908145	0
908146	0
908147	0
908148	0
908149	0
908150	0
908151	0
908152	0
908153	0
908154	0
908155	0
908156	0
908157	0
908158	0
908159	0
908160	0
908161	0
908162	0
908163	0
908164	0
908165	0
908166	0
908167	0
908168	0
908169	0
908170	0
908171	0
908172	0
908173	0
908174	0
908175	0
908176	0
908177	0
908178	0
908179	0
908180	0
908181	0
908182	0
908183	0
908184	0
908185	0
908186	0
908187	0
908188	0
908189	0
908190	0
908191	0
908192	0
908193	0
908194	0
908195	0
908196	0
908197	0
908198	0
908199	0
908200	0
908201	0
908202	0
908203	0
908204	0
908205	0
908206	0
908207	0
908208	0
908209	0
908210	0
908211	0
908212	0
908213	0
908214	0
908215	0
908216	0
908217	0
908218	0
908219	0
908220	0
908221	0
908222	0
908223	0
908224	0
908225	0
908226	0
908227	0
908228	0
908229	0
908230	0
908231	0
908232	0
908233	0
908234	0
908235	0
908236	0
908237	0
908238	0
908239	0
908240	0
908241	0
908242	0
908243	0
908244	0
908245	0
908246	0
908247	0
908248	0
908249	0
908250	0
908251	0
908252	0
908253	0
908254	0
908255	0
908256	0
908257	0
908258	0
908259	0
908260	0
908261	0
908262	0
908263	0
908264	0
908265	0
908266	0
908267	0
908268	0
908269	0
908270	0
908271	0
908272	0
908273	0
908274	0
908275	0
908276	0
908277	0
908278	0
908279	0
908280	0
908281	0
908282	0
908283	0
908284	0
908285	0
908286	0
908287	0
908288	0
908289	0
908290	0
908291	0
908292	0
908293	0
908294	0
908295	0
908296	0
908297	0
908298	0
908299	0
908300	0
908301	0
908302	0
908303	0
908304	0
908305	0
908306	0
908307	0
908308	0
908309	0
908310	0
908311	0
908312	0
908313	0
908314	0
908315	0
908316	0
908317	0
908318	0
908319	0
908320	0
908321	0
908322	0
908323	0
908324	0
908325	0
908326	0
908327	0
908328	0
908329	0
908330	0
908331	0
908332	0
908333	0
908334	0
908335	0
908336	0
908337	0
908338	0
908339	0
908340	0
908341	0
908342	0
908343	0
908344	0
908345	0
908346	0
908347	0
908348	0
908349	0
908350	0
908351	0
908352	0
908353	0
908354	0
908355	0
908356	0
908357	0
908358	0
908359	0
908360	0
908361	0
908362	0
908363	0
908364	0
908365	0
908366	0
908367	0
908368	0
908369	0
908370	0
908371	0
908372	0
908373	0
908374	0
908375	0
908376	0
908377	0
908378	0
908379	0
908380	0
908381	0
908382	0
908383	0
908384	0
908385	0
908386	0
908387	0
908388	0
908389	0
908390	0
908391	0
908392	0
908393	0
908394	0
908395	0
908396	0
908397	0
908398	0
908399	0
908400	0
908401	0
908402	0
908403	0
908404	0
908405	0
908406	0
908407	0
908408	0
908409	0
908410	0
908411	0
908412	0
908413	0
908414	0
908415	0
908416	0
908417	0
908418	0
908419	0
908420	0
908421	0
908422	0
908423	0
908424	0
908425	0
908426	0
908427	0
